COD_VIA;VIA_SQC;VIA_CLASE;VIA_PAR;VIA_NOMBRE;VIA_NOMBRE_ACENTOS;FECHA_DE_ALTA;FECHA_DE_BAJA;VIA_ESTADO
00000965;1;PLAZA;DE LA;VIRGEN DE LA PALOMA;VIRGEN DE LA PALOMA;30/11/1990;;V
00000965;2;PLAZA;DE;CANDIDO LARA;CÁNDIDO LARA;01/01/1934;30/11/1990;V
00000966;1;CALLE;DE;ISABEL TINTERO;ISABEL TINTERO;30/11/1990;;V
00000967;1;CALLE;DE;GARGANTA DE LOS MONTES;GARGANTA DE LOS MONTES;30/11/1990;;V
00000968;2;CALLE;DEL;ARO;ARO;30/11/1990;;V
00000968;1;CALLE;DE;ALFAMBRA;ALFAMBRA;01/01/1986;30/11/1990;V
00000969;2;CALLE;DE;ADONIS;ADONIS;30/11/1990;;V
00000969;1;CALLE;DE;SIMANCAS;SIMANCAS;01/01/1986;30/11/1990;V
00000970;1;CALLE;;DIGITAL;DIGITAL;30/11/1990;;V
00000971;1;CALLE;DE LA;CARDENCHA;CARDENCHA;30/11/1990;;V
00000972;1;CALLE;DE LA;CERRAJA;CERRAJA;30/11/1990;;V
00000973;1;CALLE;DE;DONDIEGO;DONDIEGO;30/11/1990;;V
00000974;1;CALLE;DE LA;VERDOLAGA;VERDOLAGA;30/11/1990;;V
00000975;1;CALLE;DE;VAINILLA;VAINILLA;30/11/1990;;V
00000976;1;CALLE;DE LA;MOSQUETA;MOSQUETA;30/11/1990;;V
00000977;1;GLORIETA;DE LA;VELLOSILLA;VELLOSILLA;30/11/1990;;V
00000978;1;AVENIDA;DE LA;PERLA;PERLA;30/11/1990;;V
00000979;1;CALLE;DE;ANGEL DIAZ ZAMORANO;ÁNGEL DÍAZ ZAMORANO;30/11/1990;;V
00000980;1;CALLE;DEL;CAMPO;CAMPO;30/11/1990;;V
00000981;1;CALLE;;POPULAR MADRILEÑA;POPULAR MADRILEÑA;30/11/1990;;V
00000982;1;PLAZA;DE;SAN FERMIN;SAN FERMÍN;30/11/1990;;V
00000983;1;CALLE;DEL;ALBARDIN;ALBARDÍN;30/11/1990;;V
00000984;1;CALLE;DE LA;AVENA;AVENA;30/11/1990;;V
00000984;2;CALLE;;A;A;31/01/1986;30/11/1990;V
00000985;1;CALLE;DEL;HENO;HENO;30/11/1990;;V
00000985;2;CALLE;;B;B;31/01/1986;30/11/1990;V
00000986;1;CALLE;DEL;MIJO;MIJO;30/11/1990;;V
00000986;2;CALLE;;C;C;31/01/1986;30/11/1990;V
00000987;1;CALLE;DE LA;ARENARIA;ARENARIA;30/11/1990;;V
00000987;2;CALLE;;D;D;31/01/1986;30/11/1990;V
00000988;1;CALLE;DEL;MAIZ;MAÍZ;30/11/1990;;V
00000988;2;CALLE;;G;G;31/01/1986;30/11/1990;V
00000989;1;CALLE;DEL;CENTENO;CENTENO;30/11/1990;;V
00000990;1;CALLE;DEL;MELILOTO;MELILOTO;30/11/1990;;V
00000991;1;CARRETERA;;VIA DE LAS DOS CASTILLAS;VÍA DE LAS DOS CASTILLAS;21/12/1990;;V
00000992;1;CALLE;DE;VILLARROSA;VILLARROSA;21/12/1990;;V
00000993;1;CALLE;DE;SANTA EVA;SANTA EVA;21/12/1990;;V
00000994;1;TRAVESIA;DEL;DESFILADERO;DESFILADERO;21/12/1990;;V
00000995;1;CALLE;DE LA;CIUDADANIA;CIUDADANÍA;21/12/1990;;V
00000996;1;AVENIDA;;OROVILLA;OROVILLA;21/12/1990;;V
00000997;1;CALLE;DE LA;TERTULIA;TERTULIA;21/12/1990;;V
00000998;1;CALLE;DE LA;ALIANZA;ALIANZA;21/12/1990;;V
00000999;1;CALLE;DE LA;UNANIMIDAD;UNANIMIDAD;21/12/1990;;V
00001000;1;CALLE;DE;ABARZUZA;ABÁRZUZA;22/02/1961;;V
00001001;1;AVENIDA;DE LA;FELICIDAD;FELICIDAD;21/12/1990;;V
00001002;1;CALLE;DEL;CIRCULO;CÍRCULO;21/12/1990;;V
00001003;1;CALLE;DE LA;GENEROSIDAD;GENEROSIDAD;21/12/1990;;V
00001004;1;CALLE;DE LA;DULZURA;DULZURA;21/12/1990;;V
00001005;1;CALLE;DEL;CONSENSO;CONSENSO;21/12/1990;;V
00001006;1;CALLE;DEL;AFECTO;AFECTO;21/12/1990;;V
00001007;1;PASAJE;DE LA;AVENENCIA;AVENENCIA;21/12/1990;;V
00001008;1;CALLE;DE LA;COALICION;COALICIÓN;21/12/1990;;V
00001009;1;CALLE;DE LA;CONCILIACION;CONCILIACIÓN;21/12/1990;;V
00001010;1;CALLE;DE LA;CONFORMIDAD;CONFORMIDAD;21/12/1990;;V
00001011;1;CALLE;DEL;ROMERAL;ROMERAL;21/12/1990;;V
00001012;1;CALLE;DE LAS;VIOLETAS;VIOLETAS;21/12/1990;;V
00001013;1;CALLE;DE LA;PIMIENTA;PIMIENTA;21/12/1990;;V
00001014;1;CALLE;DEL;PEREJIL;PEREJIL;21/12/1990;;V
00001015;1;CALLE;DE LA;CANELA;CANELA;21/12/1990;;V
00001017;1;GLORIETA;DEL;MIRADOR DEL SUR;MIRADOR DEL SUR;21/12/1990;;V
00001018;1;GLORIETA;DE;BUTARQUE;BUTARQUE;21/12/1990;;V
00001019;1;CALLE;DE LAS;MAREAS;MAREAS;21/12/1990;;V
00001020;1;PASEO;;PLATA Y CASTAÑAR;PLATA Y CASTAÑAR;21/12/1990;;V
00001021;1;CALLE;DE LAS;OLAS;OLAS;21/12/1990;;V
00001022;1;CALLE;DE LOS;AFLUENTES;AFLUENTES;21/12/1990;;V
00001023;1;CALLE;DE LAS;ISLAS;ISLAS;21/12/1990;;V
00001024;1;CALLE;DE LA;BAJAMAR;BAJAMAR;21/12/1990;;V
00001025;1;CALLE;DE LA;PLEAMAR;PLEAMAR;21/12/1990;;V
00001026;1;CALLE;DEL;ICEBERG;ICEBERG;21/12/1990;;V
00001027;1;CALLE;DE LA;NAVEGACION;NAVEGACIÓN;21/12/1990;;V
00001028;1;TRAVESIA;DE LA;CASCADA;CASCADA;21/12/1990;;V
00001029;1;CALLE;DEL;ALERCE;ALERCE;30/01/1991;;V
00001030;1;CALLE;DEL;PINSAPO;PINSAPO;30/01/1991;;V
00001031;1;CALLE;DE LAS;CONIFERAS;CONÍFERAS;30/01/1991;;V
00001032;1;CALLE;DEL;GINEBRO;GINEBRO;30/01/1991;;V
00001033;1;CALLE;DEL;JABINO;JABINO;30/01/1991;02/01/1995;H
00001034;1;CALLE;DE LA;TUYA;TUYA;30/01/1991;;V
00001035;1;CALLE;DE LAS;ARIZONICAS;ARIZÓNICAS;30/01/1991;;V
00001036;1;CALLE;DEL;PUERTO DE BEJAR;PUERTO DE BÉJAR;30/01/1991;;V
00001050;1;PLAZA;DE;ABASTOS;ABASTOS;31/12/1985;01/01/1986;H
00001051;1;CAMINO;DE;LA MORALEJA;LA MORALEJA;01/01/1986;01/01/2007;H
00001056;1;CARRETERA;DE LA;CASA DE LA TROFA;CASA DE LA TROFA;01/01/1986;01/01/1986;H
00001057;1;CARRETERA;DEL;CRISTO DE EL PARDO;CRISTO DE EL PARDO;01/01/1986;01/01/2008;H
00001059;1;CAMINO;DE LA;CASA QUERADA;CASA QUERADA;01/01/1986;;V
00001061;1;CALLE;DE;RAFAEL CABALLERO;RAFAEL CABALLERO;30/04/1991;;V
00001062;1;CAMINO;DE LA;CUERDA;CUERDA;18/02/1991;01/10/1997;H
00001063;1;PASAJE;DE;FERNANDO DIAZ DE MENDOZA;FERNANDO DÍAZ DE MENDOZA;01/01/1991;;V
00001070;1;CALLE;DEL;MATADERO DE EL PARDO;MATADERO DE EL PARDO;01/01/1991;;V
00001071;2;CAMINO;;ALTO DE SAN ISIDRO;ALTO DE SAN ISIDRO;27/03/1992;;V
00001071;1;CALLE;;PEATONAL;PEATONAL;01/01/1991;27/03/1992;V
00001072;1;CAMINO;DE LOS;PARRALES;PARRALES;01/01/1991;01/01/2008;H
00001073;1;CAMINO;DE LOS;DOS HERMANOS;DOS HERMANOS;01/01/1991;01/01/2008;H
00001075;1;CALLE;DE;IBERIA;IBERIA;01/01/1991;;V
00001077;1;CAMINO;DE;ACCESO AL BARRIO DE SAN FRANCISCO;ACCESO AL BARRIO DE SAN FRANCISCO;01/01/1986;01/01/2008;H
00001078;1;CAMINO;;BAJO DE LOS LLANOS;BAJO DE LOS LLANOS;01/01/1986;;V
00001079;1;CAMINO;DE;AMARGUILLA;AMARGUILLA;01/01/1986;;V
00001081;1;CARRETERA;DE LA;CIUDAD UNIVERSITARIA;CIUDAD UNIVERSITARIA;01/01/1986;;V
00001082;1;CALLE;DE LA;CUESTA NUEVA;CUESTA NUEVA;01/01/1986;;V
00001083;1;CALLE;DEL;DOCTOR FERNANDO CASTRO RODRIGUEZ;DOCTOR FERNANDO CASTRO RODRÍGUEZ;01/01/1986;;V
00001084;1;CARRETERA;DE;ACCESO A LA ESTACION DE AUTOBUSES DE LA E.M.T.;ACCESO A LA ESTACIÓN DE AUTOBUSES DE LA E.M.T.;01/01/1986;;V
00001087;1;CAMINO;DE;LABOR;LABOR;01/01/1982;;V
00001088;1;CAMINO;;ALTO DE MADRID A VICALVARO;ALTO DE MADRID A VICÁLVARO;01/01/1982;01/01/2008;H
00001089;1;PLAZA;DE LAS;MORERAS;MORERAS;01/01/1986;;V
00001090;1;CAMINO;DE LOS;PELENDENGUES;PELENDENGUES;01/01/1986;;V
00001091;1;GLORIETA;DE;PEREZ GALDOS;PÉREZ GALDÓS;01/01/1986;;V
00001092;1;CAMINO;DEL;PINAR GRANDE;PINAR GRANDE;01/01/1986;01/01/2002;H
00001093;1;CAMINO;DE;SALMEDINA;SALMEDINA;01/01/1982;;V
00001094;1;AVENIDA;;SEIS;SEIS;01/01/1986;01/01/2005;H
00001095;1;CALLE;DE LA;SENDA DEL REY;SENDA DEL REY;01/01/1986;;V
00001096;1;CARRETERA;DE;SERVICIO AVENIDA DE AMERICA Y DE LA HISPANIDAD;SERVICIO AVENIDA DE AMÉRICA Y DE LA HISPANIDAD;01/01/1982;;V
00001097;1;AVENIDA;;TRES;TRES;01/01/1986;01/01/2005;H
00001098;1;AVENIDA;;UNO;UNO;01/01/1986;01/01/2005;H
00001099;1;CAMINO;DE;SERVICIO;SERVICIO;01/01/1986;01/01/2008;H
00001100;1;CALLE;DE;ABAY;ABAY;22/02/1961;;V
00001100;2;PARTICULAR;DE;PEDRO JIMENEZ;PEDRO JIMÉNEZ;21/02/1961;22/02/1961;V
00001105;2;GLORIETA;DE;S.A.R. DON JUAN DE BORBON Y BATTEMBERG;S.A.R. DON JUAN DE BORBÓN Y BATTEMBERG;29/01/1993;;V
00001105;1;GLORIETA;DE LA;ACROPOLIS;ACRÓPOLIS;28/02/1991;29/01/1993;V
00001106;1;GLORIETA;DE;LUXEMBURGO;LUXEMBURGO;28/02/1991;;V
00001107;1;GLORIETA;DE;HAMBURGO;HAMBURGO;28/02/1991;;V
00001108;1;GLORIETA;DE;SINTRA;SINTRA;28/02/1991;;V
00001109;1;GLORIETA;DE;EDIMBURGO;EDIMBURGO;28/02/1991;;V
00001110;2;AVENIDA;DEL;CONSEJO DE EUROPA;CONSEJO DE EUROPA;30/07/1998;;V
00001110;1;ACCESO;AL;CAMPO DE LAS NACIONES;CAMPO DE LAS NACIONES;28/02/1991;30/07/1998;V
00001111;1;CALLE;DE LA;RIBERA DEL SENA;RIBERA DEL SENA;28/02/1991;;V
00001112;1;AVENIDA;DEL;PARTENON;PARTENÓN;28/02/1991;;V
00001113;1;CALLE;;VIA DE DUBLIN;VÍA DE DUBLÍN;28/02/1991;;V
00001114;1;AVENIDA;DE LA;CAPITAL DE ESPAÑA MADRID;CAPITAL DE ESPAÑA MADRID;28/02/1991;;V
00001115;1;CALLE;DE;ESTRASBURGO;ESTRASBURGO;28/02/1991;;V
00001116;1;CALLE;DE;TURIN;TURÍN;28/02/1991;;V
00001117;1;CALLE;DE;AMBERES;AMBERES;28/02/1991;;V
00001118;1;CALLE;DE;AMSTERDAM;AMSTERDAM;28/02/1991;;V
00001119;1;PASEO;DE LAS;DOCE ESTRELLAS;DOCE ESTRELLAS;28/02/1991;;V
00001120;1;CAMINO;DE;SINTRA;SINTRA;28/02/1991;;V
00001121;1;PASO ELEVADO;DEL;PUENTE DE LOS CAPUCHINOS;PUENTE DE LOS CAPUCHINOS;28/02/1991;;V
00001122;1;CALLE;;CHIQUITA;CHIQUITA;28/02/1991;;V
00001123;1;PASEO;DE;MARIA DROC;MARÍA DROC;28/02/1991;;V
00001125;1;AVENIDA;;LABORAL;LABORAL;28/02/1991;;V
00001125;2;CAMINO;DE LAS;LENGUAS;LENGUAS;01/01/1986;28/02/1991;V
00001126;1;CAMINO;DEL;AEROPUERTO;AEROPUERTO;01/01/1986;;V
00001127;1;CAMINO;DE LA;HUERTA;HUERTA;01/01/1986;;V
00001128;1;CAMINO;DE;VALDEBEBAS O DEL PALO;VALDEBEBAS O DEL PALO;01/01/1986;01/01/2012;H
00001129;1;CAMINO;DEL;RASILLO AL RIO JARAMA;RASILLO AL RÍO JARAMA;01/01/1982;01/01/2008;H
00001135;1;CAMINO;DE LA;CASA DEL GUARDA DE EL BODONAL;CASA DEL GUARDA DE EL BODONAL;01/01/1982;;V
00001136;1;CAMINO;;VIEJO DE COLMENAR VIEJO A ALCOBENDAS;VIEJO DE COLMENAR VIEJO A ALCOBENDAS;01/01/1986;01/01/2008;H
00001137;1;CAMINO;DE LA;CASA DE LA DEHESILLA;CASA DE LA DEHESILLA;01/01/1982;01/01/2008;H
00001138;1;CAMINO;DE;EL GOLOSO;EL GOLOSO;01/01/1986;;V
00001139;1;CAMINO;DE LA;TEJONERA;TEJONERA;01/01/1986;01/01/2008;H
00001140;1;CAMINO;DEL;TELEFONO;TELÉFONO;01/01/1982;;V
00001142;1;CAMINO;DE LA;ALMENARA;ALMENARA;01/01/1986;;V
00001149;1;CALLE;DEL;PICO DE MAJALASNA;PICO DE MAJALASNA;22/03/1991;;V
00001150;1;CALLE;DE;ABDON TERRADAS;ABDÓN TERRADAS;25/01/1980;;V
00001150;2;CALLE;DE;ANDRES DE LA CUERDA;ANDRÉS DE LA CUERDA;27/06/1941;25/01/1980;V
00001150;3;CALLE;DE;ABDON TERRADAS;ABDÓN TERRADAS;09/12/1932;27/06/1941;V
00001150;4;CALLE;;PARTICULAR;PARTICULAR;01/01/1932;09/12/1932;V
00001151;1;CALLE;DEL;PICO DE LA PINAREJA;PICO DE LA PINAREJA;22/03/1991;;V
00001152;1;PLAZA;DE LA;PEÑA HORCAJO;PEÑA HORCAJO;22/03/1991;;V
00001153;1;CALLE;DEL;RISCO DE LOS GAVILANES;RISCO DE LOS GAVILANES;22/03/1991;;V
00001155;1;CALLE;DE;ALHAURIN;ALHAURÍN;22/03/1991;;V
00001156;1;CALLE;DE;ARCADIA;ARCADIA;22/03/1991;;V
00001157;1;PASAJE;DE;HOYUELO;HOYUELO;22/03/1991;;V
00001158;1;CALLE;DE LAS;COCHERAS;COCHERAS;22/03/1991;;V
00001159;1;PASAJE;DEL;ALBERCHE;ALBERCHE;22/03/1991;;V
00001160;1;CALLE;DE;PEDRO BAUTISTA PINO;PEDRO BAUTISTA PINO;30/04/1991;;V
00001161;1;CALLE;DE;JUAN JOSE GUREÑA;JUAN JOSÉ GUREÑA;30/04/1991;;V
00001162;1;CALLE;DE;JOSE MIGUEL GURIDI;JOSÉ MIGUEL GURIDI;30/04/1991;;V
00001163;1;CALLE;DE;VICENTE MORALES;VICENTE MORALES;30/04/1991;;V
00001164;1;CALLE;DE;JOSE ANTONIO NAVARRETE;JOSÉ ANTONIO NAVARRETE;30/04/1991;;V
00001165;1;CALLE;DE;JOSE JOAQUIN ORTIZ;JOSÉ JOAQUÍN ORTIZ;30/04/1991;;V
00001166;1;PLAZA;DE;MANUEL RODRIGO;MANUEL RODRIGO;30/04/1991;;V
00001167;1;CALLE;DE;RAFAEL ZUFRIATEGUI;RAFAEL ZUFRIÁTEGUI;30/04/1991;;V
00001168;1;CALLE;DE;ANTONIO LARRAZABAL;ANTONIO LARRAZÁBAL;30/04/1991;;V
00001169;1;CALLE;DE;FLORENCIO CASTILLO;FLORENCIO CASTILLO;30/04/1991;;V
00001170;1;PLAZA;DE;LOPEZ DE LA PLATA;LÓPEZ DE LA PLATA;30/04/1991;;V
00001171;1;CALLE;DE;JOSE IGNACIO AVILA;JOSÉ IGNACIO ÁVILA;30/04/1991;;V
00001172;1;CALLE;DE;FRANCISCO MOREJON;FRANCISCO MOREJÓN;30/04/1991;;V
00001173;1;CALLE;DE;ESTEBAN PALACIOS;ESTEBAN PALACIOS;30/04/1991;;V
00001174;1;CALLE;DE;DIONISIO INCA YUPANQUI;DIONISIO INCA YUPANQUI;30/04/1991;;V
00001175;1;CALLE;DE;RAMON POWER;RAMÓN POWER;30/04/1991;;V
00001176;1;PLAZA;DE;ANDRES JAUREGUI;ANDRÉS JÁUREGUI;30/04/1991;;V
00001177;1;CALLE;DE;JOSE DOMINGO RUS;JOSÉ DOMINGO RUS;30/04/1991;;V
00001178;1;CALLE;DE;JOAQUIN FERNANDEZ LEIVA;JOAQUÍN FERNÁNDEZ LEIVA;30/04/1991;;V
00001179;1;CALLE;DE;MIGUEL RIESCO;MIGUEL RIESCO;30/04/1991;;V
00001180;1;CALLE;DE;JUAN CLEMENTE NUÑEZ;JUAN CLEMENTE NÚÑEZ;30/04/1991;;V
00001181;1;CALLE;DE;FRANCISCO MOSQUEDA;FRANCISCO MOSQUEDA;30/04/1991;;V
00001182;1;CALLE;DE;JOSE ALVAREZ DE TOLEDO;JOSÉ ÁLVAREZ DE TOLEDO;30/04/1991;;V
00001183;1;CALLE;DEL;ESTRECHO DE ORMUZ;ESTRECHO DE ORMUZ;30/04/1991;;V
00001184;1;CALLE;DE;VAL DE SANTO DOMINGO;VAL DE SANTO DOMINGO;30/04/1991;03/10/2003;H
00001185;1;CALLE;DE;PADILLA DE DUERO;PADILLA DE DUERO;30/04/1991;;V
00001186;1;TRAVESIA;DE;BIOSCA;BIOSCA;30/04/1991;;V
00001187;1;CALLE;DE;OLESA DE MONTSERRAT;OLESA DE MONTSERRAT;30/04/1991;;V
00001188;1;CALLE;DE;CALDAS DE ESTRACH;CALDAS DE ESTRACH;30/04/1991;;V
00001189;1;PASEO;DE LAS;ALAMEDILLAS;ALAMEDILLAS;30/04/1991;;V
00001190;1;TRAVESIA;DE;HOSPITALET DE LLOBREGAT;HOSPITALET DE LLOBREGAT;30/04/1991;;V
00001191;1;PLAZA;DE;CASAR DE CACERES;CASAR DE CÁCERES;30/04/1991;;V
00001192;1;CALLE;DE;VENTURADA;VENTURADA;30/04/1991;;V
00001193;1;CALLE;DEL;ESCRITOR;ESCRITOR;01/01/1986;;V
00001194;1;PASAJE;DE LOS;MAESTROS LADRILLEROS;MAESTROS LADRILLEROS;03/06/1991;;V
00001195;1;CALLE;DE;BENJAMIN PALENCIA;BENJAMÍN PALENCIA;01/01/1986;;V
00001196;1;CAMINO;;VIEJO DEL CURA;VIEJO DEL CURA;01/01/1986;;V
00001200;1;CALLE;DEL;ABEDUL;ABEDUL;28/02/1948;;V
00001200;2;CALLE;DE;MURILLO;MURILLO;27/02/1948;28/02/1948;V
00001300;1;CALLE;DE;ABEGONDO;ABEGONDO;22/02/1961;;V
00001301;1;CALLE;DEL;ABEJARUCO;ABEJARUCO;30/11/1988;;V
00001394;1;AVENIDA;DEL;VENTISQUERO DE LA CONDESA;VENTISQUERO DE LA CONDESA;26/07/1991;;V
00001395;1;CALLE;DEL;VALLE DE PINARES LLANOS;VALLE DE PINARES LLANOS;26/07/1991;;V
00001396;1;GLORIETA;DE LA;PRADERA DE NAVALUSILLA;PRADERA DE NAVALUSILLA;26/07/1991;;V
00001397;1;CALLE;DEL;MIRADOR DE LA REINA;MIRADOR DE LA REINA;26/07/1991;;V
00001398;1;GLORIETA;DE LA;PRADERA DE NAVALAZOR;PRADERA DE NAVALAZOR;26/07/1991;;V
00001399;1;GLORIETA;DE LA;PRADERA DE NAVARRULAQUE;PRADERA DE NAVARRULAQUE;26/07/1991;;V
00001400;1;CALLE;DE LA;ABEJUELA;ABEJUELA;12/08/1952;;V
00001400;3;CALLE;DEL;AVESTRUZ;AVESTRUZ;12/03/1952;12/08/1952;V
00001400;4;CALLE;DE;AGAMI;AGAMI;14/07/1950;12/03/1952;V
00001400;2;CALLE;DE;CERRO;CERRO;13/07/1950;14/07/1950;V
00001401;1;CALLE;DE LA;PORTERA DEL CURA;PORTERA DEL CURA;26/07/1991;;V
00001402;2;CALLE;DE LA;SENDA DEL INFANTE;SENDA DEL INFANTE;20/12/1996;;V
00001402;1;CALLE;DEL;ALTO DE LAS GUARRAMILLAS;ALTO DE LAS GUARRAMILLAS;26/07/1991;20/12/1996;V
00001403;1;GLORIETA;DE LA;PRADERA DE VAQUERIZAS;PRADERA DE VAQUERIZAS;26/07/1991;;V
00001404;1;CALLE;DEL;CERRO MINGUETE;CERRO MINGUETE;26/07/1991;;V
00001405;1;CALLE;DEL;CERRO DE ALAMOS BLANCOS;CERRO DE ÁLAMOS BLANCOS;26/07/1991;;V
00001406;1;CALLE;DEL;VALLE DE ENMEDIO;VALLE DE ENMEDIO;26/07/1991;;V
00001407;1;GLORIETA;DE LA;PRADERA DE CORRALILLOS;PRADERA DE CORRALILLOS;26/07/1991;;V
00001408;1;CALLE;DE LOS;RISCOS DE POLANCO;RISCOS DE POLANCO;26/07/1991;;V
00001409;1;CALLE;DE LA;PEÑA DEL CUERVO;PEÑA DEL CUERVO;26/07/1991;;V
00001410;1;CALLE;DE LA;PEÑA DEL AGUILA;PEÑA DEL ÁGUILA;26/07/1991;;V
00001411;1;CALLE;DE LAS;PEÑAS DEL ARCIPRESTE;PEÑAS DEL ARCIPRESTE;26/07/1991;;V
00001412;1;CALLE;DEL;CERRO DE LA CARRASQUETA;CERRO DE LA CARRASQUETA;26/07/1991;;V
00001413;1;CALLE;DEL;CERRO PIÑONERO;CERRO PIÑONERO;26/07/1991;;V
00001414;1;PLAZA;DEL;VALLE DE LA JAROSA;VALLE DE LA JAROSA;26/07/1991;;V
00001415;1;CALLE;DEL;COLLADO DEL HORNILLO;COLLADO DEL HORNILLO;26/07/1991;;V
00001416;1;CALLE;DEL;COLLADO DE LA MINA;COLLADO DE LA MINA;26/07/1991;;V
00001417;1;CALLE;DEL;COLLADO DE CERRO MALEJO;COLLADO DE CERRO MALEJO;26/07/1991;;V
00001418;1;CALLE;DEL;COLLADO DE MARICHIVA;COLLADO DE MARICHIVA;26/07/1991;;V
00001419;1;CALLE;DEL;COLLADO DEL MOSTAJO;COLLADO DEL MOSTAJO;26/07/1991;;V
00001420;1;CALLE;DEL;COLLADO ALBO;COLLADO ALBO;26/07/1991;;V
00001421;1;CALLE;DEL;COLLADO DE TIROBARRA;COLLADO DE TIROBARRA;26/07/1991;;V
00001422;1;TRAVESIA;DE LA;COSTA BRAVA;COSTA BRAVA;26/07/1991;;V
00001423;1;CALLE;DE LAS;CABEZUELAS;CABEZUELAS;26/07/1991;;V
00001424;1;CALLE;DE LAS;CANCHAS DEL MANZANARES;CANCHAS DEL MANZANARES;26/07/1991;;V
00001425;2;TRAVESIA;DE;LOPEZ DE ARANDA;LÓPEZ DE ARANDA;22/12/1992;;V
00001425;1;CALLE;DEL;CHITO;CHITO;26/07/1991;22/12/1992;V
00001426;1;PLAZA;DE;IGNACIO UGALDE;IGNACIO UGALDE;26/07/1991;;V
00001427;1;PLAZA;DE LOS;TRES OLIVOS;TRES OLIVOS;26/07/1991;;V
00001428;1;CALLE;DE;ALDONZA LORENZO;ALDONZA LORENZO;26/07/1991;;V
00001429;1;RONDA;DEL;INGENIOSO HIDALGO;INGENIOSO HIDALGO;26/07/1991;;V
00001430;1;RONDA;DEL;CABALLERO DE LA MANCHA;CABALLERO DE LA MANCHA;26/07/1991;;V
00001431;1;AVENIDA;DEL;CAMPO DE CALATRAVA;CAMPO DE CALATRAVA;26/07/1991;;V
00001432;1;CALLE;DE LA;CUEVA DE MONTESINOS;CUEVA DE MONTESINOS;26/07/1991;;V
00001433;1;CALLE;DE LA;BELLA ALTISIDORA;BELLA ALTISIDORA;26/07/1991;;V
00001434;1;CALLE;DE;CASILDEA DE VANDALIA;CASILDEA DE VANDALIA;26/07/1991;;V
00001435;1;CALLE;DEL;CAMPO DE MONTIEL;CAMPO DE MONTIEL;26/07/1991;;V
00001436;1;CALLE;DE;LUSCINDA;LUSCINDA;26/07/1991;;V
00001437;1;CALLE;DE;CARDENIO;CARDENIO;26/07/1991;;V
00001438;1;CALLE;DEL;CABALLERO DE LA TRISTE FIGURA;CABALLERO DE LA TRISTE FIGURA;26/07/1991;;V
00001439;1;CALLE;DE;SANCHICA;SANCHICA;26/07/1991;;V
00001440;1;CALLE;DEL;CABALLERO DE LOS LEONES;CABALLERO DE LOS LEONES;26/07/1991;;V
00001441;1;CALLE;DE;ROCINANTE;ROCINANTE;26/07/1991;;V
00001442;1;CALLE;DEL;RETABLO DE MELISENDRA;RETABLO DE MELISENDRA;26/07/1991;;V
00001500;1;CALLE;DE;ABEL;ABEL;01/01/1931;;V
00001500;2;CALLE;DE;PEDRO ABEL;PEDRO ABEL;31/12/1930;01/01/1931;V
00001600;1;CALLE;DE;ABELLA;ABELLA;01/01/1962;;V
00001700;1;CALLE;DE;ABERIN;ABERÍN;14/11/1956;15/05/1991;H
00001702;1;CALLE;DE;VILLACASTIN;VILLACASTÍN;28/10/1991;;V
00001703;1;CALLE;DE;HONTALBILLA;HONTALBILLA;28/10/1991;;V
00001704;1;CALLE;DE LA;VALERIANA;VALERIANA;28/10/1991;;V
00001705;1;CALLE;DE LA;SECOYA;SECOYA;28/10/1991;;V
00001706;1;CALLE;DEL;MUGUET;MUGUET;28/10/1991;;V
00001707;1;CALLE;DEL;CIDRO;CIDRO;28/10/1991;;V
00001708;1;CALLE;DEL;HAYA;HAYA;28/10/1991;;V
00001709;1;CALLE;DEL;TULIPERO;TULÍPERO;28/10/1991;;V
00001710;1;CALLE;DE LA;CLIVIA;CLIVIA;28/10/1991;;V
00001711;1;CALLE;DEL;OXALIS;OXALIS;28/10/1991;;V
00001712;1;CALLE;DE LA;PRIMULA;PRÍMULA;28/10/1991;;V
00001713;1;CALLE;DE;IRIS;IRIS;28/10/1991;;V
00001714;1;CALLE;DE;NERINE;NERINE;28/10/1991;;V
00001715;1;CALLE;DEL;GASTERIA;GASTERÍA;28/10/1991;;V
00001716;1;CALLE;DE;OROYA;OROYA;28/10/1991;;V
00001717;1;CALLE;DE LA;JACOBINIA;JACOBINIA;28/10/1991;;V
00001718;1;CALLE;DEL;ERICA;ERICA;28/10/1991;;V
00001719;1;CALLE;DE;ALLAMANDA;ALLAMANDA;28/10/1991;;V
00001787;1;CALLE;DE;BABILONIA;BABILONIA;29/11/1991;;V
00001788;1;CALLE;DE;BELLATERRA;BELLATERRA;29/11/1991;;V
00001789;1;CALLE;DE;BALCANICA;BALCÁNICA;29/11/1991;;V
00001790;1;GLORIETA;DE;ALHABIA;ALHABIA;29/11/1991;;V
00001791;1;CALLE;DE;BALMASEDA;BALMASEDA;29/11/1991;;V
00001792;1;CALLE;DE;SANTIAGO AMON;SANTIAGO AMÓN;29/11/1991;;V
00001794;1;CALLE;DEL;OBENQUE;OBENQUE;29/11/1991;;V
00001795;1;CALLE;DEL;VELERO;VELERO;29/11/1991;;V
00001796;1;CALLE;DEL;CATAMARAN;CATAMARÁN;29/11/1991;;V
00001797;1;CALLE;DE LA;PIRAGUA;PIRAGUA;29/11/1991;;V
00001798;1;CALLE;DEL;NORAY;NORAY;29/11/1991;;V
00001799;1;CALLE;;DOBLADA;DOBLADA;29/11/1991;;V
